Дата,Хозяева(Х),Гости(Г),ГолыХ,ГолыГ,Результат,УдарыХ,УдарыГ,Удары по воротам Х,Удары по воротам Г,ФолыХ,ФолыГ,УгловыеХ,УгловыеГ,ЖКХ,ЖКГ,ККХ,ККГ,Победитель,Проигравший
Сезон 18/19,Levante,Valencia,2,2,D,13,18,4,5,14,10,3,5,4,2,1,0,Ничья,Ничья
Сезон 18/19,Ath Bilbao,Real Madrid,1,1,D,11,16,3,6,18,6,1,2,6,2,0,0,Ничья,Ничья
Сезон 18/19,Ath Madrid,Eibar,1,1,D,18,12,9,3,5,21,14,3,2,2,0,0,Ничья,Ничья
Сезон 18/19,Sociedad,Barcelona,1,2,A,8,12,5,6,18,8,1,6,1,1,0,0,Barcelona,Sociedad
Сезон 18/19,Valencia,Betis,0,0,D,12,11,2,6,22,9,5,4,6,3,0,0,Ничья,Ничья
Сезон 18/19,Espanol,Levante,1,0,H,22,16,9,4,17,13,5,4,1,2,0,0,Espanol,Levante
Сезон 18/19,Leganes,Villarreal,0,1,A,16,9,3,3,16,9,6,1,4,3,0,0,Villarreal,Leganes
Сезон 18/19,Sevilla,Getafe,0,2,A,15,10,1,5,10,22,7,1,3,6,0,0,Getafe,Sevilla
Сезон 18/19,Valladolid,Alaves,0,1,A,15,10,5,4,9,12,7,2,3,2,0,0,Alaves,Valladolid
Сезон 18/19,Celta,Valladolid,3,3,D,12,14,5,4,9,11,7,8,2,2,0,0,Ничья,Ничья
Сезон 18/19,Eibar,Leganes,1,0,H,14,4,3,2,16,17,5,2,1,1,0,0,Eibar,Leganes
Сезон 18/19,Getafe,Ath Madrid,0,2,A,11,7,2,4,12,15,1,5,1,2,1,0,Ath Madrid,Getafe
Сезон 18/19,Real Madrid,Espanol,1,0,H,19,10,5,3,5,16,8,3,2,2,0,0,Real Madrid,Espanol
Сезон 18/19,Betis,Ath Bilbao,2,2,D,15,7,3,4,13,20,6,1,2,7,0,1,Ничья,Ничья
Сезон 18/19,Levante,Sevilla,2,6,A,19,20,10,9,5,18,8,4,1,1,0,0,Sevilla,Levante
Сезон 18/19,Villarreal,Valencia,0,0,D,11,12,1,2,12,12,8,6,4,1,0,1,Ничья,Ничья
Сезон 18/19,Espanol,Eibar,1,0,H,9,8,5,1,8,8,4,3,2,2,0,0,Espanol,Eibar
Сезон 18/19,Ath Bilbao,Villarreal,0,3,A,12,19,2,6,3,14,6,4,1,1,0,0,Villarreal,Ath Bilbao
Сезон 18/19,Leganes,Barcelona,2,1,H,10,9,6,5,15,11,4,5,4,2,0,0,Leganes,Barcelona
Сезон 18/19,Sevilla,Real Madrid,3,0,H,16,21,7,3,16,12,5,6,3,4,0,0,Sevilla,Real Madrid
Сезон 18/19,Valencia,Celta,1,1,D,14,9,5,3,18,7,0,2,1,3,0,0,Ничья,Ничья
Сезон 18/19,Alaves,Getafe,1,1,D,15,13,2,5,8,22,5,7,4,2,0,0,Ничья,Ничья
Сезон 18/19,Valladolid,Levante,2,1,H,20,9,6,4,17,10,8,6,1,4,0,1,Valladolid,Levante
Сезон 18/19,Barcelona,Ath Bilbao,1,1,D,20,8,8,2,9,18,4,3,3,3,0,0,Ничья,Ничья
Сезон 18/19,Eibar,Sevilla,1,3,A,15,7,2,5,16,9,6,3,2,3,0,0,Sevilla,Eibar
Сезон 18/19,Real Madrid,Ath Madrid,0,0,D,15,8,6,3,7,17,8,6,3,4,0,0,Ничья,Ничья
Сезон 18/19,Sociedad,Valencia,0,1,A,10,9,5,2,13,18,3,0,3,5,0,0,Valencia,Sociedad
Сезон 18/19,Betis,Leganes,1,0,H,17,11,4,5,7,10,7,1,0,4,0,0,Betis,Leganes
Сезон 18/19,Levante,Alaves,2,1,H,14,14,4,2,22,19,9,4,7,1,0,0,Levante,Alaves
Сезон 18/19,Villarreal,Valladolid,0,1,A,27,9,7,3,17,12,7,2,3,3,0,0,Valladolid,Villarreal
Сезон 18/19,Celta,Getafe,1,1,D,8,12,2,4,13,15,3,9,2,2,0,0,Ничья,Ничья
Сезон 18/19,Ath Bilbao,Sociedad,1,3,A,13,6,5,3,15,19,11,0,6,5,0,0,Sociedad,Ath Bilbao
Сезон 18/19,Alaves,Real Madrid,1,0,H,8,13,4,6,20,10,4,3,1,0,0,0,Alaves,Real Madrid
Сезон 18/19,Getafe,Levante,0,1,A,15,12,4,3,17,18,10,2,4,5,1,0,Levante,Getafe
Сезон 18/19,Ath Madrid,Betis,1,0,H,13,5,5,0,16,10,6,4,5,3,0,0,Ath Madrid,Betis
Сезон 18/19,Espanol,Villarreal,3,1,H,28,13,12,6,13,8,10,3,3,2,0,0,Espanol,Villarreal
Сезон 18/19,Sevilla,Celta,2,1,H,12,13,3,5,14,9,8,8,3,4,0,1,Sevilla,Celta
Сезон 18/19,Valencia,Barcelona,1,1,D,10,10,3,5,11,6,5,2,2,2,0,0,Ничья,Ничья
Сезон 18/19,Celta,Alaves,0,1,A,19,9,9,2,9,12,6,2,2,3,0,0,Alaves,Celta
Сезон 18/19,Barcelona,Sevilla,4,2,H,23,19,9,7,10,16,5,7,0,1,0,0,Barcelona,Sevilla
Сезон 18/19,Real Madrid,Levante,1,2,A,34,6,12,2,10,19,15,1,1,2,0,0,Levante,Real Madrid
Сезон 18/19,Valencia,Leganes,1,1,D,18,7,4,5,9,13,10,1,1,2,0,0,Ничья,Ничья
Сезон 18/19,Villarreal,Ath Madrid,1,1,D,18,15,6,4,16,9,8,7,3,1,0,0,Ничья,Ничья
Сезон 18/19,Betis,Valladolid,0,1,A,20,6,4,2,7,10,9,6,0,4,0,0,Valladolid,Betis
Сезон 18/19,Eibar,Ath Bilbao,1,1,D,18,6,6,3,7,13,8,2,2,3,0,0,Ничья,Ничья
Сезон 18/19,Valladolid,Espanol,1,1,D,15,11,2,4,16,16,5,2,4,2,0,0,Ничья,Ничья
Сезон 18/19,Ath Bilbao,Valencia,0,0,D,13,11,2,3,25,22,5,2,2,5,0,0,Ничья,Ничья
Сезон 18/19,Ath Madrid,Sociedad,2,0,H,14,7,4,0,10,7,10,1,2,1,0,0,Ath Madrid,Sociedad
Сезон 18/19,Celta,Eibar,4,0,H,10,17,6,5,9,8,2,8,0,0,0,0,Celta,Eibar
Сезон 18/19,Levante,Leganes,2,0,H,9,21,4,6,12,14,3,2,2,2,0,0,Levante,Leganes
Сезон 18/19,Alaves,Villarreal,2,1,H,19,9,6,2,9,11,8,4,1,1,0,0,Alaves,Villarreal
Сезон 18/19,Barcelona,Real Madrid,5,1,H,13,15,8,4,17,14,4,2,2,2,0,0,Barcelona,Real Madrid
Сезон 18/19,Getafe,Betis,2,0,H,16,7,7,3,9,14,5,4,1,2,0,0,Getafe,Betis
Сезон 18/19,Leganes,Ath Madrid,1,1,D,8,9,3,4,18,12,4,7,4,2,0,0,Ничья,Ничья
Сезон 18/19,Real Madrid,Valladolid,2,0,H,16,12,7,2,14,7,8,6,1,0,0,0,Real Madrid,Valladolid
Сезон 18/19,Betis,Celta,3,3,D,14,14,6,7,12,11,4,4,4,2,0,0,Ничья,Ничья
Сезон 18/19,Eibar,Alaves,2,1,H,23,9,8,3,11,7,13,1,4,0,1,1,Eibar,Alaves
Сезон 18/19,Sociedad,Sevilla,0,0,D,10,8,1,1,8,17,7,7,1,3,0,0,Ничья,Ничья
Сезон 18/19,Villarreal,Levante,1,1,D,23,13,4,2,14,10,5,4,3,3,0,0,Ничья,Ничья
Сезон 18/19,Espanol,Ath Bilbao,1,0,H,8,10,3,2,15,13,2,1,1,3,0,0,Espanol,Ath Bilbao
Сезон 18/19,Levante,Sociedad,1,3,A,17,15,2,4,17,12,6,4,6,1,0,0,Sociedad,Levante
Сезон 18/19,Ath Madrid,Ath Bilbao,3,2,H,9,6,3,5,8,15,12,2,5,4,0,1,Ath Madrid,Ath Bilbao
Сезон 18/19,Getafe,Valencia,0,1,A,17,7,3,3,23,8,6,4,3,3,1,0,Valencia,Getafe
Сезон 18/19,Valladolid,Eibar,0,0,D,9,16,1,6,16,15,4,4,2,4,0,1,Ничья,Ничья
Сезон 18/19,Barcelona,Betis,3,4,A,20,15,5,8,13,11,10,5,4,2,1,0,Betis,Barcelona
Сезон 18/19,Celta,Real Madrid,2,4,A,15,14,4,5,19,13,5,1,4,2,1,0,Real Madrid,Celta
Сезон 18/19,Sevilla,Espanol,2,1,H,23,15,10,7,18,10,6,3,4,2,0,0,Sevilla,Espanol
Сезон 18/19,Leganes,Alaves,1,0,H,13,7,6,2,10,13,5,3,2,4,0,0,Leganes,Alaves
Сезон 18/19,Ath Madrid,Barcelona,1,1,D,3,8,1,2,19,12,2,8,5,3,0,0,Ничья,Ничья
Сезон 18/19,Eibar,Real Madrid,3,0,H,14,9,8,3,17,8,5,4,2,1,0,0,Eibar,Real Madrid
Сезон 18/19,Ath Bilbao,Getafe,1,1,D,8,15,4,2,10,12,2,2,5,4,0,0,Ничья,Ничья
Сезон 18/19,Sevilla,Valladolid,1,0,H,17,13,9,5,15,15,8,6,3,3,0,0,Sevilla,Valladolid
Сезон 18/19,Villarreal,Betis,2,1,H,13,13,8,6,15,13,5,4,2,1,0,0,Villarreal,Betis
Сезон 18/19,Sociedad,Celta,2,1,H,15,6,8,2,12,14,6,2,2,2,0,0,Sociedad,Celta
Сезон 18/19,Getafe,Espanol,3,0,H,14,8,5,2,17,16,7,4,3,2,0,0,Getafe,Espanol
Сезон 18/19,Real Madrid,Valencia,2,0,H,13,7,3,2,11,10,2,2,1,3,0,0,Real Madrid,Valencia
Сезон 18/19,Valladolid,Leganes,2,4,A,20,14,6,5,5,13,6,5,0,3,0,0,Leganes,Valladolid
Сезон 18/19,Alaves,Sevilla,1,1,D,11,14,3,3,21,14,2,5,3,3,0,0,Ничья,Ничья
Сезон 18/19,Barcelona,Villarreal,2,0,H,16,12,7,2,9,17,11,1,2,4,0,0,Barcelona,Villarreal
Сезон 18/19,Betis,Sociedad,1,0,H,6,6,4,4,18,18,6,4,4,2,0,0,Betis,Sociedad
Сезон 18/19,Levante,Ath Bilbao,3,0,H,17,12,7,3,11,15,2,6,3,5,0,1,Levante,Ath Bilbao
Сезон 18/19,Leganes,Getafe,1,1,D,17,6,5,2,12,13,7,2,1,2,1,0,Ничья,Ничья
Сезон 18/19,Ath Madrid,Alaves,3,0,H,12,13,5,3,20,15,5,5,5,4,0,0,Ath Madrid,Alaves
Сезон 18/19,Espanol,Barcelona,0,4,A,15,17,3,9,16,10,11,4,1,0,0,0,Barcelona,Espanol
Сезон 18/19,Valencia,Sevilla,1,1,D,16,11,6,3,13,17,6,4,0,4,0,0,Ничья,Ничья
Сезон 18/19,Villarreal,Celta,2,3,A,13,14,3,7,12,10,6,1,3,3,0,0,Celta,Villarreal
Сезон 18/19,Eibar,Levante,4,4,D,32,14,7,5,11,7,12,3,2,2,0,0,Ничья,Ничья
Сезон 18/19,Sociedad,Valladolid,1,2,A,23,10,5,6,9,16,11,6,2,2,0,0,Valladolid,Sociedad
Сезон 18/19,Celta,Leganes,0,0,D,15,5,2,2,11,11,10,0,3,3,0,0,Ничья,Ничья
Сезон 18/19,Eibar,Valencia,1,1,D,18,11,6,4,11,15,4,2,0,1,0,0,Ничья,Ничья
Сезон 18/19,Getafe,Sociedad,1,0,H,9,9,2,4,24,14,2,3,3,4,0,0,Getafe,Sociedad
Сезон 18/19,Valladolid,Ath Madrid,2,3,A,8,14,2,5,16,13,9,3,4,1,0,0,Ath Madrid,Valladolid
Сезон 18/19,Espanol,Betis,1,3,A,10,12,3,5,23,10,0,4,3,4,0,0,Betis,Espanol
Сезон 18/19,Levante,Barcelona,0,5,A,20,16,6,9,12,9,15,3,2,3,1,0,Barcelona,Levante
Сезон 18/19,Alaves,Ath Bilbao,0,0,D,11,6,2,3,16,13,5,3,2,2,0,0,Ничья,Ничья
Сезон 18/19,Sociedad,Alaves,0,1,A,18,9,4,3,14,11,10,1,2,4,0,0,Alaves,Sociedad
Сезон 18/19,Ath Bilbao,Valladolid,1,1,D,8,5,3,2,25,12,3,1,3,2,0,0,Ничья,Ничья
Сезон 18/19,Ath Madrid,Espanol,1,0,H,8,18,5,4,16,13,5,9,1,1,0,0,Ath Madrid,Espanol
Сезон 18/19,Barcelona,Celta,2,0,H,9,11,5,1,14,15,4,6,0,1,0,0,Barcelona,Celta
Сезон 18/19,Betis,Eibar,1,1,D,4,15,2,4,11,13,4,11,2,4,0,0,Ничья,Ничья
Сезон 18/19,Leganes,Sevilla,1,1,D,13,8,4,2,14,9,3,6,3,3,0,1,Ничья,Ничья
Сезон 18/19,Villarreal,Real Madrid,2,2,D,12,14,4,7,12,13,6,4,2,2,0,0,Ничья,Ничья
Сезон 18/19,Espanol,Leganes,1,0,H,12,10,1,2,10,17,3,6,2,5,0,1,Espanol,Leganes
Сезон 18/19,Alaves,Valencia,2,1,H,14,14,5,2,10,13,2,6,3,3,0,0,Alaves,Valencia
Сезон 18/19,Eibar,Villarreal,0,0,D,24,7,6,4,12,17,13,1,0,2,0,0,Ничья,Ничья
Сезон 18/19,Getafe,Barcelona,1,2,A,10,12,2,8,23,12,4,4,4,3,0,0,Barcelona,Getafe
Сезон 18/19,Real Madrid,Sociedad,0,2,A,28,12,8,4,13,13,10,4,5,1,1,0,Sociedad,Real Madrid
Сезон 18/19,Sevilla,Ath Madrid,1,1,D,15,12,5,7,15,11,4,5,5,7,0,0,Ничья,Ничья
Сезон 18/19,Celta,Ath Bilbao,1,2,A,17,8,3,4,16,21,3,2,2,5,0,0,Ath Bilbao,Celta
Сезон 18/19,Valencia,Valladolid,1,1,D,17,6,5,1,15,18,7,0,2,5,0,0,Ничья,Ничья
Сезон 18/19,Villarreal,Getafe,1,2,A,17,9,6,4,14,13,6,1,5,3,0,0,Getafe,Villarreal
Сезон 18/19,Ath Bilbao,Sevilla,2,0,H,10,10,3,4,14,14,7,6,4,3,0,0,Ath Bilbao,Sevilla
Сезон 18/19,Ath Madrid,Levante,1,0,H,19,7,5,2,9,17,5,2,0,3,0,0,Ath Madrid,Levante
Сезон 18/19,Barcelona,Eibar,3,0,H,7,15,6,2,10,12,2,3,2,1,0,0,Barcelona,Eibar
Сезон 18/19,Betis,Real Madrid,1,2,A,9,14,2,5,9,13,6,5,2,3,0,0,Real Madrid,Betis
Сезон 18/19,Sociedad,Espanol,3,2,H,9,21,4,2,15,12,7,3,7,4,1,0,Sociedad,Espanol
Сезон 18/19,Getafe,Alaves,4,0,H,12,6,5,0,17,18,4,2,0,4,0,0,Getafe,Alaves
Сезон 18/19,Celta,Valencia,1,2,A,12,13,4,8,18,12,4,6,4,3,0,0,Valencia,Celta
Сезон 18/19,Real Madrid,Sevilla,2,0,H,23,4,6,1,9,14,7,4,2,3,0,0,Real Madrid,Sevilla
Сезон 18/19,Barcelona,Leganes,3,1,H,15,5,7,2,12,18,5,1,3,3,0,0,Barcelona,Leganes
Сезон 18/19,Levante,Valladolid,2,0,H,13,13,4,3,12,18,3,2,6,5,0,0,Levante,Valladolid
Сезон 18/19,Villarreal,Ath Bilbao,1,1,D,3,9,1,2,17,13,1,3,4,1,0,0,Ничья,Ничья
Сезон 18/19,Eibar,Espanol,3,0,H,16,6,9,0,16,10,6,2,2,5,0,0,Eibar,Espanol
Сезон 18/19,Ath Madrid,Getafe,2,0,H,10,6,6,2,11,26,3,6,2,7,0,2,Ath Madrid,Getafe
Сезон 18/19,Leganes,Eibar,2,2,D,9,5,3,2,15,14,4,5,2,3,0,0,Ничья,Ничья
Сезон 18/19,Sevilla,Levante,5,0,H,23,7,9,0,15,13,5,8,2,1,0,0,Sevilla,Levante
Сезон 18/19,Valencia,Villarreal,3,0,H,18,14,9,5,13,8,7,4,1,3,0,0,Valencia,Villarreal
Сезон 18/19,Ath Bilbao,Betis,1,0,H,11,8,2,2,20,6,6,4,4,2,1,0,Ath Bilbao,Betis
Сезон 18/19,Espanol,Real Madrid,2,4,A,13,16,6,9,15,17,1,6,3,4,0,1,Real Madrid,Espanol
Сезон 18/19,Valladolid,Celta,2,1,H,19,8,7,3,15,19,7,5,2,5,0,1,Valladolid,Celta
Сезон 18/19,Barcelona,Valencia,2,2,D,20,14,8,7,8,5,9,1,3,0,0,0,Ничья,Ничья
Сезон 18/19,Celta,Sevilla,1,0,H,10,13,4,2,13,12,4,9,4,4,0,0,Celta,Sevilla
Сезон 18/19,Levante,Getafe,0,0,D,8,9,4,2,7,15,5,5,4,3,0,0,Ничья,Ничья
Сезон 18/19,Sociedad,Ath Bilbao,2,1,H,6,8,2,5,17,13,3,3,1,1,0,0,Sociedad,Ath Bilbao
Сезон 18/19,Betis,Ath Madrid,1,0,H,7,13,3,1,7,21,1,7,4,3,0,0,Betis,Ath Madrid
Сезон 18/19,Real Madrid,Alaves,3,0,H,22,8,8,1,10,12,7,2,0,3,0,0,Real Madrid,Alaves
Сезон 18/19,Villarreal,Espanol,2,2,D,14,17,5,2,22,16,3,2,4,5,0,0,Ничья,Ничья
Сезон 18/19,Valladolid,Villarreal,0,0,D,9,7,3,3,13,18,8,3,3,2,0,0,Ничья,Ничья
Сезон 18/19,Ath Madrid,Real Madrid,1,3,A,11,11,2,4,21,16,3,4,7,3,1,0,Real Madrid,Ath Madrid
Сезон 18/19,Getafe,Celta,3,1,H,12,13,6,3,16,13,4,3,3,3,0,1,Getafe,Celta
Сезон 18/19,Ath Bilbao,Barcelona,0,0,D,13,10,5,2,23,10,6,4,4,2,1,0,Ничья,Ничья
Сезон 18/19,Leganes,Betis,3,0,H,16,3,4,1,22,11,4,4,4,2,0,1,Leganes,Betis
Сезон 18/19,Sevilla,Eibar,2,2,D,13,8,4,4,11,7,9,7,4,2,1,0,Ничья,Ничья
Сезон 18/19,Valencia,Sociedad,0,0,D,10,8,4,1,11,18,7,5,2,4,0,0,Ничья,Ничья
Сезон 18/19,Alaves,Levante,2,0,H,16,8,4,0,14,18,3,10,3,2,0,0,Alaves,Levante
Сезон 18/19,Eibar,Getafe,2,2,D,11,7,6,4,12,12,3,3,2,2,0,0,Ничья,Ничья
Сезон 18/19,Barcelona,Valladolid,1,0,H,20,10,8,0,12,18,3,5,1,3,0,0,Barcelona,Valladolid
Сезон 18/19,Celta,Levante,1,4,A,14,14,7,8,12,17,5,7,1,1,1,0,Levante,Celta
Сезон 18/19,Sociedad,Leganes,3,0,H,15,8,6,3,10,16,4,1,4,2,0,0,Sociedad,Leganes
Сезон 18/19,Betis,Alaves,1,1,D,19,6,10,3,10,12,6,3,4,1,0,0,Ничья,Ничья
Сезон 18/19,Valencia,Espanol,0,0,D,21,6,1,1,12,10,10,2,2,4,0,1,Ничья,Ничья
Сезон 18/19,Villarreal,Sevilla,3,0,H,12,21,6,5,7,12,6,4,4,1,0,0,Villarreal,Sevilla
Сезон 18/19,Alaves,Celta,0,0,D,17,8,4,2,15,9,3,4,2,2,0,0,Ничья,Ничья
Сезон 18/19,Ath Bilbao,Eibar,1,0,H,9,7,4,2,10,17,10,2,3,4,0,0,Ath Bilbao,Eibar
Сезон 18/19,Sevilla,Barcelona,2,4,A,13,17,4,8,15,11,3,8,6,1,0,0,Barcelona,Sevilla
Сезон 18/19,Ath Madrid,Villarreal,2,0,H,15,14,7,3,9,10,6,7,0,3,0,0,Ath Madrid,Villarreal
Сезон 18/19,Leganes,Valencia,1,1,D,17,6,6,1,14,10,4,2,5,3,0,0,Ничья,Ничья
Сезон 18/19,Levante,Real Madrid,1,2,A,11,19,2,5,17,11,4,6,5,3,1,1,Real Madrid,Levante
Сезон 18/19,Valladolid,Betis,0,2,A,10,6,2,3,10,9,13,4,1,2,0,0,Betis,Valladolid
Сезон 18/19,Espanol,Valladolid,3,1,H,15,14,6,3,17,8,5,3,2,2,0,0,Espanol,Valladolid
Сезон 18/19,Real Madrid,Barcelona,0,1,A,17,10,3,4,16,13,8,6,3,2,0,0,Barcelona,Real Madrid
Сезон 18/19,Villarreal,Alaves,1,2,A,9,10,2,2,15,12,8,2,2,3,0,0,Alaves,Villarreal
Сезон 18/19,Betis,Getafe,1,2,A,6,11,2,5,14,14,4,4,2,2,0,0,Getafe,Betis
Сезон 18/19,Eibar,Celta,1,0,H,15,3,4,1,14,16,7,0,1,1,0,0,Eibar,Celta
Сезон 18/19,Sociedad,Ath Madrid,0,2,A,19,8,3,3,12,17,7,3,1,4,0,1,Ath Madrid,Sociedad
Сезон 18/19,Valencia,Ath Bilbao,2,0,H,11,4,3,1,12,13,6,2,0,3,0,0,Valencia,Ath Bilbao
Сезон 18/19,Leganes,Levante,1,0,H,14,15,3,4,15,10,2,2,6,4,0,0,Leganes,Levante
Сезон 18/19,Ath Bilbao,Espanol,1,1,D,15,5,6,2,13,20,7,0,3,5,0,0,Ничья,Ничья
Сезон 18/19,Alaves,Eibar,1,1,D,16,20,3,3,10,18,3,5,1,1,0,0,Ничья,Ничья
Сезон 18/19,Ath Madrid,Leganes,1,0,H,13,3,4,2,9,7,4,4,2,2,0,0,Ath Madrid,Leganes
Сезон 18/19,Celta,Betis,0,1,A,7,14,1,4,17,16,4,4,3,0,0,0,Betis,Celta
Сезон 18/19,Levante,Villarreal,0,2,A,11,13,3,5,8,21,8,2,3,5,0,0,Villarreal,Levante
Сезон 18/19,Sevilla,Sociedad,5,2,H,22,9,11,2,12,13,7,2,2,2,0,0,Sevilla,Sociedad
Сезон 18/19,Valladolid,Real Madrid,1,4,A,10,15,2,6,14,12,5,12,1,6,0,1,Real Madrid,Valladolid
Сезон 18/19,Sociedad,Levante,1,1,D,22,8,7,3,10,12,5,3,2,2,0,0,Ничья,Ничья
Сезон 18/19,Ath Bilbao,Ath Madrid,2,0,H,9,9,5,2,12,4,1,7,3,1,0,0,Ath Bilbao,Ath Madrid
Сезон 18/19,Real Madrid,Celta,2,0,H,22,6,7,1,15,8,9,2,1,0,0,0,Real Madrid,Celta
Сезон 18/19,Betis,Barcelona,1,4,A,13,16,3,9,10,11,3,7,1,2,0,0,Barcelona,Betis
Сезон 18/19,Eibar,Valladolid,1,2,A,15,8,3,3,16,14,5,0,4,2,0,0,Valladolid,Eibar
Сезон 18/19,Espanol,Sevilla,0,1,A,13,12,3,3,11,14,6,5,3,4,1,1,Sevilla,Espanol
Сезон 18/19,Valencia,Getafe,0,0,D,8,9,2,1,13,22,3,5,3,4,0,0,Ничья,Ничья
Сезон 18/19,Alaves,Ath Madrid,0,4,A,14,11,4,7,10,8,9,2,2,2,0,0,Ath Madrid,Alaves
Сезон 18/19,Barcelona,Espanol,2,0,H,13,4,3,2,15,14,5,2,0,4,0,0,Barcelona,Espanol
Сезон 18/19,Celta,Villarreal,3,2,H,15,14,6,5,7,8,10,7,1,3,0,0,Celta,Villarreal
Сезон 18/19,Getafe,Leganes,0,2,A,9,7,2,3,15,25,3,4,5,2,0,0,Leganes,Getafe
Сезон 18/19,Levante,Eibar,2,2,D,7,17,2,3,9,12,6,7,2,1,0,0,Ничья,Ничья
Сезон 18/19,Sevilla,Valencia,0,1,A,17,4,5,2,18,9,5,3,3,1,0,0,Valencia,Sevilla
Сезон 18/19,Valladolid,Sociedad,1,1,D,10,10,4,1,18,8,7,5,4,1,0,0,Ничья,Ничья
Сезон 18/19,Espanol,Getafe,1,1,D,9,13,3,3,14,14,5,4,4,3,0,0,Ничья,Ничья
Сезон 18/19,Villarreal,Barcelona,4,4,D,16,15,9,9,10,10,5,3,4,7,1,0,Ничья,Ничья
Сезон 18/19,Ath Bilbao,Levante,3,2,H,14,11,7,6,13,14,2,9,3,7,0,1,Ath Bilbao,Levante
Сезон 18/19,Valencia,Real Madrid,2,1,H,11,15,4,5,9,13,6,6,2,2,0,0,Valencia,Real Madrid
Сезон 18/19,Leganes,Valladolid,1,0,H,18,8,2,1,13,11,3,4,2,2,0,0,Leganes,Valladolid
Сезон 18/19,Sevilla,Alaves,2,0,H,18,5,5,2,13,19,11,1,3,4,0,0,Sevilla,Alaves
Сезон 18/19,Sociedad,Betis,2,1,H,15,11,7,6,12,13,3,6,2,3,0,0,Sociedad,Betis
Сезон 18/19,Barcelona,Ath Madrid,2,0,H,21,9,10,2,14,12,5,1,3,4,0,1,Barcelona,Ath Madrid
Сезон 18/19,Real Madrid,Eibar,2,1,H,13,3,7,1,9,15,5,4,0,1,0,0,Real Madrid,Eibar
Сезон 18/19,Alaves,Leganes,1,1,D,6,9,1,5,17,15,3,3,6,4,0,0,Ничья,Ничья
Сезон 18/19,Betis,Villarreal,2,1,H,17,10,7,4,15,14,4,3,4,4,0,0,Betis,Villarreal
Сезон 18/19,Celta,Sociedad,3,1,H,11,14,4,7,16,11,2,7,2,1,0,1,Celta,Sociedad
Сезон 18/19,Getafe,Ath Bilbao,1,0,H,6,9,2,1,16,18,1,2,2,1,0,0,Getafe,Ath Bilbao
Сезон 18/19,Valladolid,Sevilla,0,2,A,10,16,5,4,17,12,6,7,3,3,0,0,Sevilla,Valladolid
Сезон 18/19,Ath Madrid,Celta,2,0,H,11,10,5,3,9,15,1,2,2,2,0,0,Ath Madrid,Celta
Сезон 18/19,Espanol,Alaves,2,1,H,6,14,2,3,12,17,4,8,3,2,0,0,Espanol,Alaves
Сезон 18/19,Sevilla,Betis,3,2,H,11,12,5,7,18,8,5,4,6,3,0,0,Sevilla,Betis
Сезон 18/19,Sociedad,Eibar,1,1,D,3,17,2,2,15,18,0,3,2,2,0,0,Ничья,Ничья
Сезон 18/19,Valencia,Levante,3,1,H,23,6,6,3,12,19,8,3,2,2,0,0,Valencia,Levante
Сезон 18/19,Valladolid,Getafe,2,2,D,8,8,4,3,22,18,5,3,4,4,0,1,Ничья,Ничья
Сезон 18/19,Leganes,Real Madrid,1,1,D,5,13,2,6,11,12,1,5,0,3,0,0,Ничья,Ничья
Сезон 18/19,Alaves,Valladolid,2,2,D,10,12,4,7,17,16,5,7,3,5,0,0,Ничья,Ничья
Сезон 18/19,Barcelona,Sociedad,2,1,H,11,9,4,2,10,12,4,2,0,1,0,0,Barcelona,Sociedad
Сезон 18/19,Eibar,Ath Madrid,0,1,A,10,8,2,4,11,12,5,8,3,1,0,0,Ath Madrid,Eibar
Сезон 18/19,Betis,Valencia,1,2,A,23,4,7,3,19,13,8,2,4,2,0,1,Valencia,Betis
Сезон 18/19,Getafe,Sevilla,3,0,H,10,12,3,2,19,15,2,7,3,6,1,1,Getafe,Sevilla
Сезон 18/19,Levante,Espanol,2,2,D,19,14,5,7,13,15,12,7,4,1,1,0,Ничья,Ничья
Сезон 18/19,Real Madrid,Ath Bilbao,3,0,H,11,5,4,3,12,16,8,2,2,4,0,0,Real Madrid,Ath Bilbao
Сезон 18/19,Villarreal,Leganes,2,1,H,11,6,5,2,12,15,7,4,2,1,0,0,Villarreal,Leganes
Сезон 18/19,Alaves,Barcelona,0,2,A,6,17,1,6,19,9,1,4,3,1,0,0,Barcelona,Alaves
Сезон 18/19,Ath Madrid,Valencia,3,2,H,14,12,6,4,17,13,4,3,3,3,0,0,Ath Madrid,Valencia
Сезон 18/19,Espanol,Celta,1,1,D,9,18,2,6,15,8,2,4,2,1,0,0,Ничья,Ничья
Сезон 18/19,Leganes,Ath Bilbao,0,1,A,14,3,1,2,11,14,2,2,1,2,0,0,Ath Bilbao,Leganes
Сезон 18/19,Levante,Betis,4,0,H,6,7,4,2,9,15,3,4,2,3,0,0,Levante,Betis
Сезон 18/19,Getafe,Real Madrid,0,0,D,9,12,5,4,17,15,9,4,1,3,0,0,Ничья,Ничья
Сезон 18/19,Sociedad,Villarreal,0,1,A,13,8,2,3,11,14,6,3,2,3,0,0,Villarreal,Sociedad
Сезон 18/19,Ath Bilbao,Alaves,1,1,D,14,14,1,3,14,17,8,6,2,2,0,0,Ничья,Ничья
Сезон 18/19,Ath Madrid,Valladolid,1,0,H,13,13,1,4,19,12,7,3,4,2,0,0,Ath Madrid,Valladolid
