Дата,Хозяева(Х),Гости(Г),ГолыХ,ГолыГ,Результат,УдарыХ,УдарыГ,Удары по воротам Х,Удары по воротам Г,ФолыХ,ФолыГ,УгловыеХ,УгловыеГ,ЖКХ,ЖКГ,ККХ,ККГ,Победитель,Проигравший
Сезон 09/10,Malaga,La Coruna,0,0,D,20,8,9,0,17,7,6,4,4,2,0,1
Сезон 09/10,Mallorca,Villarreal,1,0,H,11,9,3,2,21,12,3,4,3,5,0,0
Сезон 09/10,Osasuna,Tenerife,1,0,H,12,16,5,7,16,13,5,8,2,1,0,0
Сезон 09/10,Santander,Ath Madrid,1,1,D,12,9,4,1,20,13,5,8,2,0,0,0
Сезон 09/10,Zaragoza,Sevilla,2,1,H,11,12,4,4,24,14,5,6,5,1,1,2
Сезон 09/10,Sp Gijon,Valencia,1,1,D,10,17,6,8,18,11,6,6,3,2,0,0
Сезон 09/10,Villarreal,Ath Bilbao,2,1,H,13,7,5,2,12,16,6,9,1,2,1,2
Сезон 09/10,Xerez,Real Madrid,0,3,A,5,22,1,11,15,16,1,6,2,3,0,0
Сезон 09/10,Ath Madrid,Barcelona,2,1,H,13,13,6,7,19,13,5,7,2,5,0,0
Сезон 09/10,Espanol,La Coruna,2,0,H,17,5,9,1,15,20,5,2,3,3,0,1
Сезон 09/10,Getafe,Almeria,2,2,D,14,12,8,5,17,19,10,6,2,2,0,0
Сезон 09/10,Santander,Malaga,0,3,A,13,11,4,5,14,16,8,3,6,3,1,0
Сезон 09/10,Sevilla,Osasuna,1,0,H,13,10,3,5,15,14,3,7,1,3,0,0
Сезон 09/10,Valladolid,Zaragoza,1,1,D,20,10,7,3,17,15,7,2,4,4,0,1
Сезон 09/10,Tenerife,Mallorca,1,0,H,8,14,3,6,20,18,5,10,3,1,0,0
Сезон 09/10,Barcelona,Santander,4,0,H,16,5,9,0,14,13,6,0,3,4,0,0
Сезон 09/10,La Coruna,Xerez,2,1,H,11,11,5,2,24,20,3,3,3,5,0,0
Сезон 09/10,Mallorca,Sevilla,1,3,A,11,12,5,6,23,14,5,4,3,1,1,2
Сезон 09/10,Almeria,Ath Madrid,1,0,H,13,18,5,9,20,13,4,4,2,3,0,0
Сезон 09/10,Ath Bilbao,Tenerife,4,1,H,21,14,9,3,11,13,12,5,1,1,0,1
Сезон 09/10,Malaga,Espanol,2,1,H,11,12,2,4,20,9,4,7,5,2,1,0
Сезон 09/10,Osasuna,Valladolid,1,1,D,16,14,1,6,18,14,10,10,2,1,0,0
Сезон 09/10,Real Madrid,Villarreal,6,2,H,17,9,9,3,19,14,5,6,3,3,0,0
Сезон 09/10,Zaragoza,Sp Gijon,1,3,A,17,10,7,3,10,6,0,5,2,0,0,0
Сезон 09/10,Valencia,Getafe,2,1,H,12,15,7,3,17,9,3,5,2,6,1,0
Сезон 09/10,Barcelona,Malaga,2,1,H,20,5,8,2,10,16,13,3,1,1,0,0
Сезон 09/10,Getafe,Zaragoza,0,2,A,14,8,5,2,10,11,14,3,3,4,0,0
Сезон 09/10,Tenerife,Real Madrid,1,5,A,14,14,5,6,16,7,6,4,2,1,0,0
Сезон 09/10,Ath Madrid,Valencia,4,1,H,25,7,13,2,14,18,7,7,3,4,0,2
Сезон 09/10,Santander,Almeria,0,2,A,12,5,0,2,22,14,2,4,5,1,0,0
Сезон 09/10,Sevilla,Ath Bilbao,0,0,D,22,13,5,6,18,17,10,4,1,6,1,0
Сезон 09/10,Sp Gijon,Osasuna,3,2,H,15,11,6,5,18,11,5,4,4,1,0,0
Сезон 09/10,Valladolid,Mallorca,1,2,A,10,13,4,3,17,16,5,5,2,3,0,0
Сезон 09/10,Villarreal,La Coruna,1,0,H,19,8,6,2,16,13,5,3,2,3,0,0
Сезон 09/10,Xerez,Espanol,1,1,D,11,19,5,1,17,21,4,3,2,1,0,0
Сезон 09/10,Almeria,Barcelona,2,2,D,7,22,2,8,17,12,5,5,0,0,0,1
Сезон 09/10,La Coruna,Tenerife,3,1,H,7,11,3,2,12,17,4,3,1,1,0,0
Сезон 09/10,Real Madrid,Sevilla,3,2,H,34,2,13,1,19,16,6,5,4,4,0,0
Сезон 09/10,Ath Bilbao,Valladolid,2,0,H,11,13,8,2,7,13,8,3,0,0,0,0
Сезон 09/10,Espanol,Villarreal,0,0,D,16,16,6,6,14,14,10,8,1,4,1,0
Сезон 09/10,Malaga,Xerez,2,4,A,23,11,6,8,14,18,12,3,2,7,1,1
Сезон 09/10,Mallorca,Sp Gijon,3,0,H,13,5,4,1,12,18,4,5,1,3,0,0
Сезон 09/10,Osasuna,Getafe,0,0,D,27,13,8,3,18,16,5,4,1,4,0,0
Сезон 09/10,Zaragoza,Ath Madrid,1,1,D,12,6,5,2,23,20,4,4,7,3,0,1
Сезон 09/10,Valencia,Santander,0,0,D,17,11,3,4,11,16,4,3,2,4,1,0
Сезон 09/10,Getafe,Mallorca,3,0,H,18,12,9,3,16,10,9,3,4,0,0,1
Сезон 09/10,Sevilla,La Coruna,1,1,D,17,6,8,4,14,15,12,1,2,4,0,0
Сезон 09/10,Sp Gijon,Ath Bilbao,0,0,D,17,17,5,6,16,14,7,5,5,3,0,0
Сезон 09/10,Almeria,Malaga,1,0,H,7,15,3,3,10,11,6,7,2,3,0,0
